customer_id,customer_acct_num,first_name,last_name,customer_address,customer_city,customer_state_province,customer_postal_code,customer_country,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,acct_open_date,member_card,occupation,homeowner
11,ACC0000011,Matthew,Hill,5057 Cedar Ln,Hartford,CT,19467,USA,1959-10-17,Single,$50K - $70K,Male,1,0,Bachelor'S Degree,1991-02-09,Bronze,Professional,Yes
12,ACC0000012,Margaret,Martin,2035 Maple Ave,Memphis,TN,33284,USA,1962-04-28,Married,$50K - $70K,Male,3,0,Bachelor'S Degree,1991-06-18,Normal,Clerical,Yes
13,ACC0000013,James,Robinson,1185 Main St,Tijuana,BC,551152,Mexico,1963-06-14,Married,$30K - $50K,Female,4,1,High School,1993-08-18,Gold,Management,Yes
14,ACC0000014,Elizabeth,Moore,5437 Oak Ave,Albuquerque,NM,60668,USA,1969-11-16,Married,$50K - $70K,Male,1,0,High School,1998-11-15,Silver,Manual,Yes
15,ACC0000015,Mary,Martinez,9735 River Rd,Memphis,TN,51565,USA,1975-07-18,Married,$130K - $150K,Male,2,1,High School,1994-09-19,Bronze,Skilled Manual,No
16,ACC0000016,Karen,Ramirez,9072 Pine Rd,Spokane,WA,74138,USA,1949-01-19,Single,$30K - $50K,Male,0,0,Partial High School,1995-11-12,Bronze,Skilled Manual,No
17,ACC0000017,Thomas,Jones,7155 Oak Ave,Puebla,PUE,466941,Mexico,1930-11-27,Married,$50K - $70K,Female,1,0,High School,1997-08-07,Silver,Manual,Yes
18,ACC0000018,Robert,Johnson,7658 Cedar Ln,Philadelphia,PA,97666,USA,1950-05-25,Married,,Female,0,0,Bachelor'S Degree,1990-04-27,Bronze,Skilled Manual,Yes
19,ACC0000019,Elizabeth,Torres,7306 Oak Ave,Mexico City,DF,580659,Mexico,1973-04-17,Single,$10K - $30K,Female,3,0,Bachelor'S Degree,1993-09-07,Gold,Manual,Yes
20,ACC0000020,Mark,Jones,4400 Pine Rd,Tucson,AZ,81048,USA,1972-03-04,Single,$30K - $50K,Male,1,1,Some College,1998-01-08,Bronze,Skilled Manual,No
21,ACC0000021,Barbara,Sanchez,6540 Maple Ave,Indianapolis,IN,80405,USA,,Married,$30K - $50K,Female,1,1,Bachelor'S Degree,1994-01-25,Bronze,Professional,Yes
22,ACC0000022,Sandra,Walker,8832 River Rd,Calgary,AB,R8Q,Canada,1935-09-25,Married,$90K - $110K,Male,0,0,Bachelor'S Degree,1996-01-05,Silver,,Yes
23,ACC0000023,Daniel,Johnson,531 Oak Ave,Austin,TX,63874,USA,1969-05-02,Married,$30K - $50K,Female,0,0,Bachelor'S Degree,1995-10-09,Bronze,Professional,Yes
24,ACC0000024,Kenneth,Scott,2783 Cedar Ln,Denver,CO,68142,USA,1939-02-07,Single,$30K - $50K,Female,0,0,Graduate Degree,1994-08-28,Silver,Clerical,No
25,ACC0000025,George,Taylor,1539 1st St,Spokane,WA,32083,USA,1956-07-16,Married,$150K+,Male,3,2,Bachelor'S Degree,1995-12-05,Silver,Manual,Yes
26,ACC0000026,Elizabeth,Smith,959 Main St,Tijuana,BC,251916,Mexico,1929-10-09,Married,$10K - $30K,Male,0,0,Bachelor'S Degree,1993-03-31,Normal,Management,No
27,ACC0000027,Steven,Wilson,8166 Main St,Vancouver,BC,K6U,Canada,1960-07-09,Single,$130K - $150K,Male,1,1,Bachelor'S Degree,1994-10-09,Silver,Skilled Manual,No
28,ACC0000028,Barbara,Perez,4576 Maple Ave,Charlotte,NC,55512,USA,1957-03-14,Single,$130K - $150K,Male,0,0,Bachelor'S Degree,1995-06-06,Silver,Professional,Yes
29,ACC0000029,Margaret,Martin,9690 1st St,Pittsburgh,PA,48001,USA,1969-06-19,Married,$50K - $70K,Male,1,0,High School,1993-09-01,Silver,Professional,No
30,ACC0000030,Sandra,Thomas,5650 Main St,Tijuana,BC,534452,Mexico,1942-07-15,Married,$30K - $50K,Male,0,0,Some College,1995-07-17,Bronze,Clerical,Yes
31,ACC0000031,Kimberly,Thomas,8067 Pine Rd,San Diego,CA,17214,USA,1958-10-01,Married,,Female,0,0,Partial High School,1998-10-25,Bronze,Professional,No
32,ACC0000032,Amanda,Scott,5769 1st St,Los Angeles,CA,,USA,1927-08-17,Single,$30K - $50K,Male,1,1,Bachelor'S Degree,1995-08-03,Gold,Manual,Yes
33,ACC0000790,Deborah,Smith,3351 River Rd,Phoenix,AZ,17133,USA,1938-06-21,Married,$110K - $130K,Male,0,0,Some College,1998-09-27,Bronze,Skilled Manual,No
34,ACC0000034,Linda,Perez,6880 Pine Rd,Portland,OR,18327,USA,1937-09-12,Married,,Male,0,0,High School,1993-01-04,Normal,Skilled Manual,Yes
35,ACC0000035,Carol,Miller,2144 River Rd,Billings,MT,21381,USA,1932-07-05,Single,$70K - $90K,Female,0,0,High School,1994-11-03,Bronze,Manual,Yes
36,ACC0000036,James,King,9846 Oak Ave,Tijuana,BC,585569,Mexico,1928-03-22,Married,$10K - $30K,Female,0,0,High School,1998-12-18,Gold,Management,Yes
37,ACC0000037,Christopher,Martinez,7594 River Rd,Houston,TX,67737,USA,1923-07-07,Married,$30K - $50K,Female,1,1,High School,1998-09-06,Silver,Clerical,Yes
38,ACC0000038,Paul,King,6372 Pine Rd,Reno,NV,63998,USA,1958-11-19,Married,$110K - $130K,Male,5,4,Partial High School,1996-09-14,Silver,Clerical,Yes
39,ACC0000039,Stephanie,Brown,1920 Pine Rd,Oakland,CA,61332,USA,1969-08-25,Married,$70K - $90K,Male,3,3,Partial High School,1998-01-27,Bronze,Clerical,Yes
40,ACC0000040,Patricia,Miller,7423 Maple Ave,Honolulu,HI,71683,USA,1938-01-18,Married,$70K - $90K,Male,0,0,Some College,1994-04-28,Gold,Manual,No
41,ACC0000041,Karen,Brown,9922 Pine Rd,San Diego,CA,16576,USA,1971-01-09,Single,$50K - $70K,Male,0,0,High School,1990-04-13,Bronze,,Yes
42,ACC0000042,William,Perez,1684 Maple Ave,Albuquerque,NM,45561,USA,1930-04-10,Married,$70K - $90K,Male,0,0,Graduate Degree,1996-11-04,Gold,Management,Yes
43,ACC0000043,Ashley,Hernandez,8271 Maple Ave,Salt Lake City,UT,80896,USA,1941-09-01,Married,$90K - $110K,Female,4,1,Some College,1997-03-01,Bronze,Skilled Manual,Yes
44,ACC0000044,Richard,Lee,9307 Oak Ave,Miami,FL,76851,USA,1978-04-27,Married,$110K - $130K,Female,2,1,Bachelor'S Degree,1996-11-04,Silver,Clerical,Yes
45,ACC0000045,Barbara,Ramirez,7487 Pine Rd,Milwaukee,WI,53773,USA,1953-02-01,Single,$50K - $70K,Female,0,0,Bachelor'S Degree,1995-04-08,Silver,,Yes
46,ACC0000046,Michael,Ramirez,3310 1st St,Tucson,AZ,61031,USA,1928-12-08,Married,$50K - $70K,Female,3,2,Some College,1998-02-19,Silver,Management,No
47,ACC0000047,Michael,Miller,5324 Cedar Ln,Pittsburgh,PA,22993,USA,1937-12-02,Married,$50K - $70K,Female,4,3,Some College,1996-02-16,Bronze,Manual,Yes
48,ACC0000048,Nancy,Williams,5471 Main St,New York,NY,19228,USA,1933-10-31,Single,$50K - $70K,Male,4,4,Bachelor'S Degree,1991-10-21,Gold,,Yes
49,ACC0000049,Amanda,Harris,9140 River Rd,Cleveland,OH,86620,USA,1966-11-04,Married,$90K - $110K,Female,0,0,High School,1990-05-08,Bronze,Skilled Manual,Yes
50,ACC0000050,Anthony,Jackson,5533 Oak Ave,Pittsburgh,PA,73121,USA,1975-12-22,Married,,Female,1,1,High School,1996-06-19,Gold,Clerical,No
51,ACC0000051,William,Martin,987 Maple Ave,San Diego,CA,63712,USA,1973-07-17,,$50K - $70K,Male,0,0,Bachelor'S Degree,1996-12-23,Normal,Skilled Manual,Yes
52,ACC0000052,Barbara,White,6008 1st St,Denver,CO,,USA,1927-10-30,Married,$30K - $50K,Female,0,0,Graduate Degree,1998-03-09,Silver,Management,No
53,ACC0000053,Sandra,Anderson,5713 Main St,Pittsburgh,PA,53813,USA,1949-12-03,Single,$70K - $90K,Female,3,2,High School,1990-01-04,Bronze,Clerical,Yes
54,ACC0000054,Joshua,Gonzalez,3851 Oak Ave,Albuquerque,NM,,USA,1964-08-11,Single,,Female,1,1,Graduate Degree,1992-07-04,Normal,Management,No
55,ACC0000055,Charles,Davis,3523 Pine Rd,Minneapolis,MN,12125,USA,1966-01-06,Single,$90K - $110K,Female,0,0,Some College,1998-09-15,Bronze,Clerical,Yes
56,ACC0000056,Donna,Williams,7078 1st St,Hartford,CT,13357,USA,1977-08-01,Married,$90K - $110K,Male,2,0,Some College,1996-08-22,Normal,Clerical,Yes
57,ACC0000057,Lisa,Johnson,1366 Main St,Orlando,FL,54492,USA,1978-02-23,Married,$70K - $90K,Female,0,0,High School,1996-05-30,Gold,Manual,Yes
58,ACC0000058,Patricia,Davis,4227 Pine Rd,Philadelphia,PA,30940,USA,1977-10-27,Single,$30K - $50K,Male,0,0,Bachelor'S Degree,1996-11-09,Gold,Clerical,Yes
59,ACC0000059,John,Walker,2183 1st St,Philadelphia,PA,46996,USA,1931-05-22,Single,$90K - $110K,Female,4,1,Graduate Degree,1998-02-04,Silver,Professional,No
60,ACC0000060,Ashley,Smith,2870 Pine Rd,Winnipeg,MB,A7T,Canada,,Married,$90K - $110K,Female,3,2,High School,1994-03-06,Normal,Skilled Manual,No
61,ACC0000061,Anthony,Johnson,1467 River Rd,Cheyenne,WY,56043,USA,1923-05-19,Married,$50K - $70K,Male,3,1,Some College,1992-02-13,Normal,Clerical,Yes
62,ACC0000062,Kevin,Hill,2124 Cedar Ln,Hartford,CT,73036,USA,1975-05-12,Married,$30K - $50K,Male,5,2,Partial High School,1996-11-29,Bronze,Management,Yes
63,ACC0000063,Kevin,Wright,2033 Pine Rd,Spokane,WA,22519,USA,1964-05-02,Single,$30K - $50K,Female,2,2,Some College,1996-05-16,Gold,Skilled Manual,No
64,ACC0000064,Sandra,Harris,6738 Main St,Raleigh,NC,61376,USA,1942-07-01,Married,$30K - $50K,Female,4,2,High School,1997-03-18,Silver,,No
65,ACC0000065,Patricia,Harris,2789 Oak Ave,Salt Lake City,UT,71440,USA,1953-08-24,Married,$30K - $50K,Female,1,1,High School,1992-05-24,Silver,Management,Yes
66,ACC0000066,Ashley,Clark,7112 Maple Ave,Mexico City,DF,229801,Mexico,1946-02-19,Married,,Female,3,1,High School,1997-03-17,Gold,Manual,No
67,ACC0000067,Brian,Jackson,9968 Pine Rd,Winnipeg,MB,C7B,Canada,1967-06-09,Single,$50K - $70K,Female,2,1,Bachelor'S Degree,1998-10-19,Gold,Clerical,Yes
68,ACC0000068,Jennifer,Young,2458 River Rd,Memphis,TN,21560,USA,1980-03-07,Single,$10K - $30K,Male,0,0,Bachelor'S Degree,1998-08-14,Normal,Professional,Yes
69,ACC0000069,Sarah,Young,8810 Cedar Ln,Sacramento,CA,75804,USA,1961-07-25,Married,$30K - $50K,Female,5,2,Partial High School,1993-12-06,Bronze,Manual,Yes
70,ACC0000070,Joseph,Hernandez,3009 Pine Rd,Raleigh,NC,53058,USA,1931-06-02,Married,,Female,2,0,Some College,1993-09-09,Normal,Manual,Yes
71,ACC0000071,Matthew,Davis,1734 1st St,San Diego,CA,23924,USA,1953-04-29,Single,$10K - $30K,Female,1,1,Bachelor'S Degree,1993-01-02,Gold,Clerical,Yes
72,ACC0000072,Edward,Perez,5438 Oak Ave,Boise,ID,73220,USA,1930-03-11,Single,$90K - $110K,Female,0,0,Bachelor'S Degree,1997-02-09,Normal,Manual,Yes
73,ACC0000073,Melissa,Walker,4040 River Rd,Buffalo,NY,65147,USA,1974-02-03,Single,$70K - $90K,Male,0,0,Some College,1995-10-04,Bronze,Management,No
74,ACC0000074,Michael,Martin,5219 1st St,Cheyenne,WY,85844,USA,1970-03-26,Single,$10K - $30K,Male,0,0,Some College,1993-02-24,Silver,Skilled Manual,No
75,ACC0000075,Sandra,Miller,8497 Cedar Ln,Calgary,AB,F7F,Canada,1953-11-20,Single,$70K - $90K,Male,4,1,Some College,1997-05-09,Bronze,,No
76,ACC0000076,Andrew,Scott,1061 Maple Ave,Monterrey,NL,731381,Mexico,1954-04-10,Married,$110K - $130K,Female,1,1,Bachelor'S Degree,1992-10-27,Bronze,Skilled Manual,Yes
77,ACC0000077,David,White,3168 River Rd,Reno,NV,77649,USA,1942-11-29,Single,$70K - $90K,Male,1,1,Some College,1991-07-18,Bronze,Manual,Yes
78,ACC0000078,Amanda,Wilson,3738 Pine Rd,Salt Lake City,UT,30153,USA,1978-12-07,Single,,Female,1,1,High School,1997-12-25,Bronze,Management,No
79,ACC0000079,Nancy,Torres,1014 Cedar Ln,San Jose,CA,59269,USA,1954-05-19,Married,$90K - $110K,Male,4,4,High School,1990-12-17,Bronze,Clerical,Yes
80,ACC0000080,Amanda,Anderson,7384 1st St,San Antonio,TX,58591,USA,1957-07-22,Married,$30K - $50K,Female,2,0,Some College,1991-07-08,Normal,,Yes
81,ACC0000081,Sarah,Lopez,5500 Maple Ave,Chicago,IL,76696,USA,1938-01-10,Single,$70K - $90K,Male,1,1,Bachelor'S Degree,1994-01-01,Bronze,Skilled Manual,No
82,ACC0000082,Melissa,Clark,5295 Maple Ave,San Diego,CA,24113,USA,1965-04-17,Married,$50K - $70K,Male,0,0,Bachelor'S Degree,1998-08-11,Bronze,,No
83,ACC0000083,Margaret,Wilson,653 Main St,Pittsburgh,PA,56880,USA,1952-06-24,Married,$30K - $50K,Male,0,0,Graduate Degree,1998-07-03,Silver,Clerical,Yes
84,ACC0000084,Jennifer,Sanchez,8508 Main St,Atlanta,GA,50610,USA,1932-09-23,Married,$70K - $90K,Male,2,2,Some College,1997-07-25,Silver,Professional,No
85,ACC0000085,Barbara,Hill,7143 Main St,Tacoma,WA,80782,USA,1951-07-12,Married,,Male,2,2,Partial High School,1998-01-24,Bronze,Skilled Manual,Yes
86,ACC0000086,Michelle,Hill,9041 Maple Ave,Hartford,CT,10390,USA,1951-03-27,Married,$10K - $30K,Male,0,0,Some College,1997-06-09,Silver,Clerical,No
87,ACC0000087,Thomas,Lopez,707 Maple Ave,Tijuana,BC,652157,Mexico,1968-07-03,Married,$50K - $70K,Male,0,0,High School,1996-08-01,Normal,Skilled Manual,No
88,ACC0000088,Lisa,Walker,1589 Cedar Ln,Boise,ID,66724,USA,1964-02-07,Married,$50K - $70K,Male,1,1,Bachelor'S Degree,1994-06-08,Normal,Professional,No
89,ACC0000089,Linda,Anderson,6304 Oak Ave,Cheyenne,WY,39641,USA,1980-05-08,Single,$10K - $30K,Male,2,1,Bachelor'S Degree,1998-08-09,Silver,Professional,Yes
90,ACC0000090,Elizabeth,Lee,8260 1st St,Orlando,FL,76094,USA,1924-09-27,Single,$50K - $70K,Male,1,0,Partial High School,1995-05-21,Normal,Skilled Manual,Yes
91,ACC0000091,Daniel,Sanchez,8201 Main St,Orlando,FL,27309,USA,1939-05-28,Married,$90K - $110K,Male,2,0,High School,1993-10-04,Gold,Manual,Yes
92,ACC0000092,Betty,Thompson,6447 Cedar Ln,Raleigh,NC,82035,USA,1941-01-07,Married,$10K - $30K,Male,1,0,Some College,1998-06-09,Bronze,Professional,No
93,ACC0000093,Andrew,Thomas,3009 Maple Ave,Oakland,CA,15745,USA,1979-10-20,Single,$70K - $90K,Male,0,0,High School,1998-12-07,Normal,Skilled Manual,Yes
94,ACC0000094,Sandra,Miller,2304 1st St,Seattle,WA,75974,USA,1976-01-15,Single,$150K+,Male,4,4,High School,1994-10-02,Silver,Management,Yes
95,ACC0000095,William,Robinson,8530 Pine Rd,Columbus,OH,85150,USA,1950-07-12,Single,$10K - $30K,Female,0,0,Some College,1990-05-25,Gold,Clerical,Yes
96,ACC0000096,Betty,Allen,2966 Maple Ave,Tacoma,WA,49589,USA,1976-09-20,Single,,Female,2,2,Bachelor'S Degree,1997-09-01,Gold,Professional,Yes
97,ACC0000097,Robert,Wilson,5051 Oak Ave,Newark,NJ,31636,USA,1977-06-12,Married,$30K - $50K,Male,3,1,High School,1997-06-13,Silver,Clerical,No
98,ACC0000098,Robert,Hill,1885 1st St,Sacramento,CA,88863,USA,1942-04-14,Married,$70K - $90K,Male,4,1,High School,1992-05-02,Silver,Manual,Yes
99,ACC0000099,Jessica,Williams,9429 Pine Rd,Buffalo,NY,98931,USA,,Single,$50K - $70K,Female,0,0,High School,1995-08-11,Normal,Clerical,No
100,ACC0000100,Joshua,Wilson,5678 Maple Ave,Columbus,OH,10823,USA,1960-12-26,Single,$50K - $70K,Female,0,0,Graduate Degree,1994-10-07,Normal,Clerical,No
101,ACC0000101,Karen,Wilson,5581 Pine Rd,Albuquerque,NM,68699,USA,1975-11-06,Married,$70K - $90K,Female,1,1,Some College,1994-09-15,Bronze,,Yes
102,ACC0000102,Kimberly,Johnson,3803 1st St,Portland,OR,44548,USA,1964-03-01,Married,$110K - $130K,Male,0,0,Bachelor'S Degree,1993-04-03,Bronze,Clerical,No
103,ACC0000103,Carol,Anderson,1197 Main St,Tijuana,BC,723848,Mexico,1932-09-04,Married,$50K - $70K,Male,0,0,Partial High School,1993-10-02,Bronze,Manual,Yes
104,ACC0000104,Elizabeth,Allen,1303 Cedar Ln,Montreal,QC,T4B,Canada,1953-04-21,Single,$10K - $30K,Female,2,0,Bachelor'S Degree,1992-11-28,Bronze,Management,Yes
105,ACC0000105,Daniel,Anderson,3347 River Rd,Guadalajara,JAL,,Mexico,1965-08-18,Married,$70K - $90K,Male,1,1,Bachelor'S Degree,1997-08-03,Silver,Clerical,No
106,ACC0000106,Melissa,Hernandez,9704 1st St,Salt Lake City,UT,19849,USA,1944-10-05,Single,$90K - $110K,Male,0,0,Some College,1995-10-15,Bronze,Clerical,Yes
107,ACC0000107,Donna,Flores,4343 Cedar Ln,Indianapolis,IN,97450,USA,1978-05-31,Married,$30K - $50K,Female,0,0,High School,1996-09-15,Bronze,Skilled Manual,Yes
108,ACC0000108,Elizabeth,Nguyen,2293 1st St,Houston,TX,30334,USA,1927-04-21,Married,$10K - $30K,Male,4,0,High School,1994-06-05,Silver,Manual,No
109,ACC0000109,Donald,Allen,6290 Pine Rd,Indianapolis,IN,63716,USA,1955-08-04,Single,,Male,0,0,High School,1997-03-25,Silver,Skilled Manual,Yes
110,ACC0000110,Betty,Wilson,8236 Main St,Albuquerque,NM,90802,USA,1941-05-10,Married,$90K - $110K,Male,0,0,Some College,1991-02-24,Bronze,Clerical,Yes
111,ACC0000111,Linda,Taylor,9319 Cedar Ln,San Antonio,TX,10676,USA,1970-07-22,Married,$50K - $70K,Female,0,0,Bachelor'S Degree,1993-10-25,Normal,Manual,Yes
112,ACC0000112,Christopher,Williams,1192 1st St,Dallas,TX,69797,USA,1960-12-17,Married,$30K - $50K,Male,1,1,High School,1992-05-12,Silver,Management,No
113,ACC0000113,Carol,King,4988 1st St,Tucson,AZ,80693,USA,1969-03-26,Single,$70K - $90K,Male,0,0,High School,1998-02-23,Bronze,Professional,No
114,ACC0000114,Donna,Gonzalez,9893 Pine Rd,Atlanta,GA,,USA,1922-01-16,Married,$90K - $110K,Male,4,3,High School,1997-12-01,Silver,Manual,Yes
115,ACC0000115,Deborah,Clark,814 1st St,Toronto,ON,N4F,Canada,1979-04-19,Single,,Female,0,0,Graduate Degree,1998-10-12,Silver,Skilled Manual,Yes
116,ACC0000116,Amanda,Brown,3509 Pine Rd,Los Angeles,CA,62783,USA,1958-05-26,Married,$70K - $90K,Male,2,0,Bachelor'S Degree,1991-09-26,Silver,Clerical,No
117,ACC0000117,Richard,Gonzalez,9823 Cedar Ln,Guadalajara,JAL,179741,Mexico,1972-03-26,Single,$90K - $110K,Female,2,0,Some College,1994-08-29,Silver,Skilled Manual,Yes
118,ACC0000118,Robert,Allen,169 Oak Ave,Montreal,QC,T3Y,Canada,1976-09-15,Married,$10K - $30K,Male,1,0,Some College,1997-08-15,Bronze,Skilled Manual,No
119,ACC0000119,Brian,Martinez,2807 River Rd,Boise,ID,34439,USA,1960-12-22,Single,$90K - $110K,Female,0,0,Some College,1993-06-07,Normal,Professional,Yes
120,ACC0000120,Barbara,Young,8408 Pine Rd,Miami,FL,98567,USA,1955-11-10,Single,$110K - $130K,Male,3,0,Some College,1998-05-30,Gold,Management,No
121,ACC0000121,Susan,Martin,4210 Maple Ave,Hartford,CT,86752,USA,1946-05-19,Married,$90K - $110K,Male,2,1,High School,1993-03-14,Silver,Professional,Yes
122,ACC0000122,Ashley,Martinez,1582 River Rd,Pittsburgh,PA,69620,USA,1978-09-20,Married,$30K - $50K,Male,0,0,Partial High School,1998-01-28,Bronze,Skilled Manual,No
123,ACC0000123,Michael,Clark,8168 Cedar Ln,Mexico City,DF,417587,Mexico,,Married,$110K - $130K,Female,1,0,High School,1991-01-13,Gold,Professional,No
124,ACC0000124,Betty,Flores,322 River Rd,Calgary,AB,R2F,Canada,1958-07-01,Married,$90K - $110K,Male,1,0,Partial High School,1998-05-15,Gold,Manual,Yes
125,ACC0000125,Brian,Davis,98 Pine Rd,Mexico City,DF,414173,Mexico,1934-07-28,Single,$70K - $90K,Female,4,3,High School,1995-02-17,Silver,Professional,Yes
126,ACC0000126,Nancy,Anderson,9552 Oak Ave,Spokane,WA,62612,USA,1963-03-18,Single,$30K - $50K,Male,1,1,Bachelor'S Degree,1993-04-17,Bronze,Skilled Manual,No
127,ACC0000127,Paul,Taylor,7433 River Rd,Los Angeles,CA,20921,USA,1950-01-27,Married,,Male,0,0,Graduate Degree,1998-11-20,Gold,Manual,Yes
128,ACC0000128,Carol,Robinson,6021 Maple Ave,Pittsburgh,PA,79113,USA,1928-04-07,Married,$70K - $90K,Male,1,1,Bachelor'S Degree,1997-07-31,Bronze,Clerical,No
129,ACC0000129,Andrew,Rodriguez,8675 Maple Ave,Cleveland,OH,43872,USA,1926-06-14,Single,$50K - $70K,Female,0,0,Bachelor'S Degree,1991-05-23,Silver,Professional,Yes
130,ACC0000130,Robert,Thompson,651 Maple Ave,Boise,ID,77995,USA,1960-05-03,Married,$50K - $70K,Male,2,2,High School,1990-04-15,Silver,Skilled Manual,No
131,ACC0000131,Deborah,Taylor,3100 River Rd,Austin,TX,47778,USA,1968-06-17,Single,$30K - $50K,Female,1,0,Some College,1991-02-02,Normal,Management,Yes
132,ACC0000132,William,Lewis,5262 Maple Ave,Salt Lake City,UT,82780,USA,1936-11-17,Married,$30K - $50K,Female,3,2,Some College,1994-10-05,Normal,,No
133,ACC0000133,Lisa,Nguyen,4340 River Rd,Minneapolis,MN,61541,USA,1965-03-20,Single,$90K - $110K,Female,0,0,High School,1996-03-25,Silver,Clerical,Yes
134,ACC0000134,Patricia,White,167 1st St,Memphis,TN,86624,USA,1955-06-08,Married,$70K - $90K,Female,1,0,High School,1990-06-05,Bronze,Manual,No
135,ACC0000135,Donald,Ramirez,8840 Oak Ave,Billings,MT,18833,USA,1950-03-07,Single,$70K - $90K,Female,5,4,Some College,1991-05-06,Bronze,Clerical,Yes
136,ACC0000136,George,White,332 River Rd,Phoenix,AZ,,USA,1948-02-01,Married,$50K - $70K,Male,0,0,Bachelor'S Degree,1990-02-19,Silver,Skilled Manual,Yes
137,ACC0000137,James,Martin,1501 Main St,Fresno,CA,,USA,1948-03-07,,$70K - $90K,Male,0,0,Bachelor'S Degree,1991-02-10,Bronze,Manual,No
138,ACC0000138,Mary,Williams,1235 Cedar Ln,Oakland,CA,23259,USA,1951-02-02,Married,$70K - $90K,Female,1,0,Some College,1996-06-12,Normal,Manual,Yes
139,ACC0000139,Donna,Scott,4806 River Rd,Monterrey,NL,,Mexico,1957-06-27,Married,$70K - $90K,Male,0,0,Some College,1995-10-23,Silver,Management,No
140,ACC0000140,Matthew,Gonzalez,6727 Main St,Tucson,AZ,16476,USA,1941-06-19,Married,$30K - $50K,Female,4,0,Some College,1997-10-12,Bronze,Professional,No
141,ACC0000141,William,Miller,7654 Main St,Austin,TX,21932,USA,1961-09-15,Married,$10K - $30K,Male,1,0,Bachelor'S Degree,1991-03-13,Gold,Clerical,Yes
142,ACC0000142,Barbara,Allen,8078 Cedar Ln,Guadalajara,JAL,794639,Mexico,1978-04-03,Single,$90K - $110K,Female,1,0,Some College,1998-10-23,Silver,Professional,No
143,ACC0000143,William,Anderson,9009 1st St,Dallas,TX,32655,USA,1964-03-10,Single,$10K - $30K,Male,5,0,Bachelor'S Degree,1996-06-06,Bronze,Skilled Manual,Yes
144,ACC0000144,Betty,Scott,2330 1st St,Calgary,AB,U0Z,Canada,1964-09-23,Single,$30K - $50K,Male,2,2,Bachelor'S Degree,1997-10-02,Silver,Management,Yes
145,ACC0000145,Susan,Young,119 Oak Ave,Buffalo,NY,30802,USA,1971-05-31,Married,$90K - $110K,Female,1,0,Bachelor'S Degree,1992-09-16,Silver,Clerical,Yes
146,ACC0000146,William,Nguyen,8378 River Rd,Cleveland,OH,59711,USA,1965-01-26,Single,,Female,2,2,Graduate Degree,1998-10-17,Silver,Skilled Manual,No
147,ACC0000147,Richard,Thomas,4099 Cedar Ln,Charlotte,NC,99424,USA,1938-05-06,Married,$90K - $110K,Female,3,3,Bachelor'S Degree,1996-10-08,Silver,Clerical,Yes
148,ACC0000148,David,Walker,6513 1st St,Philadelphia,PA,35507,USA,1972-10-25,Married,$130K - $150K,Male,0,0,Bachelor'S Degree,1993-02-03,Normal,Clerical,Yes
149,ACC0000149,Margaret,Wilson,558 Maple Ave,Tijuana,BC,496818,Mexico,1970-04-14,Single,$30K - $50K,Male,0,0,Partial High School,1994-09-26,Bronze,Manual,Yes
150,ACC0000150,Edward,Perez,8100 River Rd,Tacoma,WA,67495,USA,1960-06-25,Married,$50K - $70K,Male,0,0,Graduate Degree,1993-11-26,Normal,Skilled Manual,Yes
